,BLKID,MAF_NAME,TLID_match
7725,80310068102002,E Nassau Ave,612866050
7727,80310120101004,S Wadsworth Blvd,623656789
7732,80310032023004,E 11th Ave,177306220
7733,80310047004008,S Zurich Ct,177328563
7734,80310120144002,S Dudley St,640651327
7735,80310017011010,19th St,177304072
7739,80310041071114,N Central Park Blvd,640737679
7740,80310030042037,S Williams St,177334106
7743,80310119021011,S Golden Way,177328640
7748,80310014031000,S Broadway,177331272
7750,80310016002016,Wewatta Way,646534686
7751,80310120012000,W Mansfield Ave,606004137
7752,80310068041010,S Xenia St,177344132
7753,80310034022003,S Race St,177332030
7754,80310083893020,E Randolph Pl,617525884
7755,80310068041008,E Radcliff Ave,177344131
7756,80310001021024,W 45th Ave,177300624
7758,80310156004009,S Decatur St,177329613
7760,80310019021007,Auraria Pkwy,177304092
7763,80310027031010,E 14th Ave,177305840
7764,80310004012004,W 41st Ave,177301111
7766,80310068041009,S Xenia St,177344132
7767,80310044051007,E Lowry Blvd,606110239
7776,80310053001004,S Colorado Blvd,640072330
7777,80310044033003,E 22nd Ave,177313330
7779,80310015001012,E 51st Ave,177389762
7780,80310016002001,28th St,646534716
7781,80310041071004,E 56th Ave,606105726
7783,80310069014005,E Donald Ave,612876049
7784,80310028022004,E Bayaud Ave,177331628
7785,80310029011004,S Grant St,177331642
7786,80310044053003,E Lowry Blvd,606062375
7787,80310009032001,S Hazel Ct,177327549
7789,80310019011020,W 13th Ave,613248670
7790,80310007022008,W 14th Ave,177389596
7791,80310083903006,N Andes St,606066925
7793,80310068142001,S Emporia Ct,177344332
7796,80310119022010,S Golden Way,177328663
7798,80310156003009,W Wesley Ave,177329427
7800,80310068142005,E Hampden Ave,177344490
7801,80310052002013,S Olive St,177342662
7802,80310119022001,S Depew St,177328685
7804,80310013013013,S Decatur St,177328195
7805,80310070893006,S Alton Way,177343099
7808,80310153001015,S Forest St,177525980
7809,80310053001019,E Iliff Ave,177340904
7813,80310044051029,S Trenton St,636169110
7816,80310017015002,Blake St,177304085
7821,80310024031013,California St,177305121
7823,80310030012017,S Logan St,177332249
7825,80310029013010,S Grant St,177332067
7826,80310009022013,S Raleigh St,177326512
7828,80310034021029,S Gilpin St,177332444
7831,80310042015010,E 18th Ave,177311949
7832,80310028032007,S Corona St,177331725
7833,80310052002007,S Niagara Way,177340520
7834,80310004023022,W 28th Ave,177301343
7835,80310070891001,S Clinton St,606082149
7839,80310068111031,S Quebec St,606049908
7840,80310046014015,W Colorado Ave,177326911
7841,80310007021001,W 18th Ave,177301525
7842,80310040063005,S University Blvd,177340555
7843,80310034012017,S Humboldt St,177331981
7849,80310003034001,W 38th Ave,177300655
7851,80310034021028,S Williams St,177332492
7852,80310015003032,31st St,177303764
7853,80310068122007,E Girard Ave,612233151
7856,80310040062014,E Iliff Ave,177340535
7857,80310041071119,N Central Park Blvd,640737676
7858,80310003013016,W 38th Ave,177300646
7861,80310028032000,S Ogden St,612232798
7863,80310083121027,E 44th Ave,177350949
7864,80310120142002,W Quincy Ave,177629450
7865,80310034021009,S Williams St,177332025
7866,80310043034008,S Albion St,177338692
7867,80310044053000,N Yosemite St,643191474
7868,80310120103013,S Dover St,640071532
7869,80310034012022,E Virginia Ave,177332044
7870,80310019012022,W 9th Ave,177330321
7871,80310040033012,S Colorado Blvd,177631122
7874,80310017013004,Wazee St,177304373
7875,80310009025023,W 3rd Ave,177326291
7876,80310070893003,E Fairmount Dr,606061554
7877,80310156002037,W Asbury Ave,177331132
7878,80310041071001,E 50th Ave,641515023
7880,80310083893000,N Malta St,606071995
7882,80310017011013,Wynkoop St,177304348
7883,80310120101013,W Berry Ave,177627059
7884,80310083123007,E 45th Ave,177350946
7889,80310040062014,S University Blvd,177340529
7890,80310046023010,S Hazel Ct,177328168
7892,80310037011001,E 23rd Ave,177625174
7893,80310013013003,S Alcott St,177328252
7894,80310046013021,S Wolff St,177327134
7895,80310030042016,S Franklin St,177334023
7896,80310014012006,S Vallejo St,177328335
7898,80310069012015,S Leyden St,177624667
7899,80310083882000,N Telluride Ct,644992351
7900,80310038003018,S Jackson St,177338654
7901,80310045043005,W Center Ave,177326473
7902,80310083892047,E 49th Ave,606064838
7905,80310039011003,S Monroe St,177338660
7907,80310052001001,E Minnesota Dr,177340340
7908,80310034021031,S Williams St,177332497
7915,80310044053010,E 5th Ave,617529227
7917,80310034012022,S Vine St,177332036
7918,80310003025018,W 34th Ave,177299755
7919,80310070131005,S Trenton St,612834352
7921,80310055021039,S Knox Ct,177329942
7922,80310021003050,S Cherokee St,177330891
7923,80310021002007,W Archer Pl,177330841
7924,80310120101022,S Jay Cir,606049405
7926,80310041061003,N Beeler St,645173206
7927,80310120144001,W Union Ave,177321627
7928,80310083893014,E 55th Pl,617526555
7931,80310011023042,17th St,177303550
7932,80310029011005,E Dakota Ave,177331639
7936,80310001021001,W 47th Ave,177300707
7937,80310030013019,S Clarkson St,177332393
7938,80310017011005,Little Raven St,612844560
7940,80310024032008,Glenarm Pl,177305547
7942,80310120101004,S Wadsworth Blvd,623656789
7946,80310070893001,E Center Ave,177631130
7948,80310068142004,E Girard Ave,611644668
7950,80310046013019,S Utica St,177327150
7951,80310070884008,E Mississippi Ave,177528069
7953,80310154001000,W 52nd Ave,635534405
7954,80310083911017,E 47th Ave,606038432
7956,80310017011007,Bassett St,612844562
7958,80310043014006,E Hale Pkwy,177312152
7959,80310068095005,S Quebec St,612223461
7961,80310040052007,S Columbine St,638611324
7962,80310120142002,S Balsam St,640651505
7963,80310044052007,E Fairmount Dr,640331404
7965,80310017011009,Chestnut Pl,646531935
7966,80310070131014,S Quebec Way,606057556
7967,80310068144002,E Amherst Dr,637098675
7969,80310070891003,E Center Ave,177342901
7970,80310045053006,W Center Ave,177327603
7974,80310083903005,N Andes Way,606067056
7975,80310070893003,E Fairmount Dr,606034317
7976,80310029021009,S Emerson St,177331739
7977,80310120103016,W Sumac Ave,177626990
7979,80310029021023,S Downing St,177331775
7980,80319800001045,Pena Blvd,177627741
7981,80310014013010,S Seneca Way,177330975
7982,80310010001021,W 2nd Ave,177327680
7983,80310068114010,E Eastman Ave,612675518
7985,80310026011010,E 19th Ave,612675472
7986,80310010001048,W Byers Pl,177330390
7987,80310083893098,N Perth St,617527697
7990,80310067011010,S Monaco St,640660829
7992,80310083912033,N Himalaya Rd,177627268
7994,80310069012014,S Leyden St,177341686
7995,80319800001045,Pena Blvd,177627741
7998,80310083891003,N Malaya St,646543290
7999,80310029023008,S Pearl St,177332085
8000,80310017015005,Larimer St,177304401
8006,80310083902031,N Himalaya Rd,640655532
8009,80310034022022,S Vine St,177332480
8011,80310069012003,E Wesley Ave,177341671
8017,80310044053010,E 5th Ave,640071701
8019,80310038003007,S Garfield St,177338637
8020,80310030022012,S Pearl St,177333767
8021,80310046032002,S Irving St,177329431
8022,80310014031027,S Bannock St,177331359
8023,80310017021025,17th St,177304537
8026,80310018002016,W 8th Ave,177330551
8027,80310040063005,S University Blvd,177340555
8029,80310011021022,Rockmont Dr,177625406
8031,80310039011027,S Elizabeth St,177628385
8032,80310017022002,15th St,177304418
8033,80310050024013,E Louisiana Ave,177342580
8038,80310006001006,N Speer Blvd,177301250
8041,80310045031005,S Wolff St,177326937
8043,80310083882006,E Bolling Dr,606035137
8044,80310014032023,S Galapago St,177332836
8048,80310119024004,S Harlan St,177328994
8049,80310119024005,S Harlan St,177328994
8055,80310041061160,N Emporia St,606082008
8056,80310068111023,E Dartmouth Ave,606043204
8060,80310083893092,N Malaya St,617528333
8061,80310024022009,Park Ave,177305712
8062,80310039011015,E Alameda Ave,177338402
8065,80310034023021,S Gaylord St,177332617
8067,80310040041018,S Hudson St,177341923
8069,80310041071001,N Trenton St,645173244
8071,80310021002013,W Byers Pl,177330863
8073,80310043012004,E Hale Pkwy,639437651
8077,80310083902032,E 39th Ave,606065606
8078,80310045031009,S Quitman St,177327038
8079,80310070893001,E Center Ave,177631130
8080,80310030022004,E Harvard Ave,639356820
8081,80310017015008,Blake St,177623964
8082,80310045062014,S Hazel Ct,636169230
8083,80310040041025,E Mansfield Ave,177341888
8086,80310157002005,S Perry St,177328941
8087,80310009033011,S King St,177327461
8088,80310067011010,S Monaco St,640660829
8089,80310017022002,15th St,177304418
8091,80310120012003,W Mansfield Ave,606049326
8093,80310007022003,W Conejos Pl,177301688
8096,80310030043009,E Amherst Ave,177515868
8097,80310070131000,S Quebec Way,606057557
8104,80310017011013,Wynkoop St,177304346
8105,80310028032000,E Bayaud Ave,177331721
8107,80310017022017,14th St,177304421
8108,80310014031043,S Galapago St,177331309
8109,80310004021008,W 36th Ave,177301281
8112,80310156002038,W Evans Ave,177515913
8114,80310051022001,S Grape St,177340130
8119,80310070893007,S Alton Way,177343101
8124,80310015001012,E 51st Ave,177389762
8127,80310040033012,S Colorado Blvd,177631122
8131,80310067011032,E Chenango Ave,640660892
8132,80310014031047,S Acoma St,177331388
8135,80310029013017,E Mississippi Ave,177332087
8136,80310017011006,Little Raven St,606066625
8140,80310051042010,E Jewell Ave,177340187
8141,80310017011009,Chestnut Pl,646531935
8146,80310068112007,S Ulster Ct,177343693
8147,80310119023001,W Floyd Ave,612834257
8150,80310041071138,E 26th Ave,606038566
8155,80310068121005,E Cornell Ave,177341811
8157,80310037011001,E 23rd Ave,177625173
8159,80310002012003,W Berkeley Pl,177302480
8161,80310041071077,E 29th Pl,606070269
8162,80310068111026,S Spruce Way,177343575
8163,80310017011013,Wynkoop St,177304348
8165,80310068111025,E Colgate Pl,177343649
8169,80310041071001,E 53rd Dr,645173122
8172,80310021003049,S Cherokee St,177330855
8173,80310051023018,S Elm St,177340204
8174,80310156004009,S Federal Blvd,177329470
8175,80310045032000,W Exposition Ave,177326990
8176,80310067011022,E Union Ave,640660901
8179,80310027013001,E 11th Ave,612873371
8181,80310040024000,E Nielsen Ln,177340850
8182,80310070882088,S Parker Rd,636169384
8183,80310043062019,S Olive St,636169101
8184,80310024031002,Champa St,177305104
8185,80310038005032,E 2nd Ave,606065275
8186,80310068112003,S Xeric Ct,177343777
8187,80310041061003,N Boston Ct,645173288
8188,80310038003009,S Colorado Blvd,639438012
8189,80310119023000,W Dartmouth Ave,612754613
8191,80310032023004,E 11th Ave,177306220
8193,80310045031006,W Mississippi Ave,177326759
8196,80310044032023,E 16th Ave,177313634
8198,80310052003004,S Kearney St,177340448
8199,80310017021007,Arapahoe St,177304466
8201,80310016001016,Walnut St,177305025
8202,80310120144001,S Dudley St,612688319
8203,80310005025004,W 25th Ave,177300319
8205,80310070892003,S Alton Way,177343099
8206,80310157003007,W Eldorado Pl,177328981
8207,80310068112009,S Waxberry Way,177343706
8210,80310019021005,14th St,606105415
8212,80310038003018,S Jackson St,177338654
8213,80310009022007,W Bayaud Ave,177326438
8214,80310083891008,N Himalaya Rd,640654163
8215,80310068123010,E Girard Pl,646533563
8216,80310006001013,W 28th Ave,177301218
8217,80310017014000,Blake St,177304376
8219,80310044054008,N Rosemary St,606040697
8220,80310046012025,S Xavier St,177327079
8222,80310040032005,S Fairfax St,177341525
8223,80310009043009,W 11th Ave,177630863
8224,80310070891003,S Clinton St,612878011
8226,80310041061003,N Chester St,645173292
8230,80310040052000,E Colorado Ave,177339030
8233,80310045051011,S Lowell Blvd,177327488
8235,80310034022027,S Gaylord St,177332517
8237,80310083912033,N Jericho St,617528811
8238,80310024033013,Welton St,177305530
8241,80310036022015,N Colorado Blvd,639437028
8243,80310009024019,S Sheridan Blvd,177623018
8245,80310017012004,Delgany St,177304054
8247,80310002024007,W 47th Ave,177300968
8257,80310016002029,27th St,606103891
8258,80310045053006,W Gill Pl,177327991
8259,80310017022005,16th St,177304438
8263,80310153002007,E Kentucky Cir,612840567
8264,80310154001007,W Clear Creek Dr,606078969
8265,80310083893029,N Ensenada St,640656241
8268,80310041061207,E 29th Ave,606067598
8270,80310026021000,E 19th Ave,642107209
8271,80310039023020,S Columbine St,177338937
8272,80310040022011,S Josephine St,177340711
8273,80310046014007,W Oregon Pl,632640268
8276,80310030013002,S Emerson St,177332332
8280,80310030043023,S Vine St,177334234
8281,80310119031009,W Yale Ave,177321728
8282,80310004023018,Boulder St,177630869
8284,80310017014010,Larimer St,177304405
8285,80310068041070,S Ulster St,606006801
8286,80310018001011,W 11th Ave,177630959
8287,80310010001023,W Short Pl,632640510
8289,80310027024009,E 7th Ave,177331403
8292,80310068101000,S Beeler St,612863155
8293,80310038004021,E Bayaud Ave,612833833
8299,80310068042020,E Union Ave,606028427
8303,80310021003064,S Santa Fe Dr,177330799
8308,80310016002026,24th St,606096567
8309,80310041071001,N Central Park Blvd,645173308
8311,80310039011025,S Colorado Blvd,639438077
8313,80310040062014,S University Blvd,177340529
8314,80310003011010,W 39th Ave,177300753
8317,80310055031002,W Union Ave,177330025
8319,80310014014005,S Dale Ct,625296758
8320,80310043034017,S Dahlia St,177339589
8321,80310017013003,Blake St,177304365
8325,80310120101004,S Wadsworth Blvd,623656789
8326,80310041071001,E 49th Pl,645173318
8328,80310014014010,S Alcott St,177328305
8329,80310069014005,E Donald Ave,612876049
8330,80310002011000,W 52nd Ave,177299113
8331,80310120101015,W Prentice Ct,177627105
8334,80310052002012,S Pontiac St,177342668
8335,80310013011004,W Custer Pl,177327904
8336,80310044054026,E 6th Pl,606035374
8337,80310016003000,Larimer St,177304995
8338,80310038004017,E Bayaud Ave,612833833
8340,80310029013017,S Broadway,640685256
8344,80310050022009,S Oneida St,612225557
8345,80310069011003,E Warren Dr,177343432
8346,80310017021012,Curtis St,177304431
8347,80310120101009,W Progress Ave,177627097
8349,80310050022010,E Arizona Ave,612676098
8350,80310013012013,S Clay St,177328230
8352,80310083893065,E 54th Ave,606065652
8354,80310041061090,N Florence Way,606079484
8355,80310014031000,S Broadway,177331272
8356,80310043014004,E 9th Ave,177339361
8358,80310070893003,S Alton Way,612862560
8359,80310028032000,E Ellsworth Ave,612876466
8360,80310030023003,S Broadway,177332916
8363,80310016003001,28th St,177304976
8364,80310003013015,W 38th Ave,177300648
8365,80310013015009,S Decatur St,177327820
8367,80310068143009,S Chester Ct,177344279
8368,80310017022001,14th St,177304152
8371,80310068121002,S Magnolia Way,177343500
8372,80310069013005,E Warren Ave,177392682
8373,80310015002032,E 47th Ave,177304867
8374,80310051022006,S Eudora St,177340073
8376,80310070893001,E Center Ave,177631130
8377,80310052001005,S Krameria St,177340413
8378,80310068141004,S Akron St,177343746
8380,80310011013015,W 38th Ave,177303515
8385,80310014031027,S Bannock St,177331359
8386,80310068131000,S Dayton Way,612220041
8387,80310067011032,E Chenango Ave,640660892
8390,80310067011010,S Monaco St,640660829
8391,80310038003013,S Monroe St,177338629
8395,80319801001005,E 54th Ave,177313007
8396,80310017021025,17th St,177304537
8398,80310017011007,Bassett St,612844562
8399,80310120144002,S Dudley St,612688319
8400,80310156001005,S Zuni St,637103125
8401,80310050011011,S Jersey St,177340303
8406,80310021003048,W Cedar Ave,177330782
8407,80310016001013,Blake St,177304959
8408,80310052003003,S Krameria Way,177340449
8409,80310030011005,S Lincoln St,177331282
8410,80310028023012,S Sherman St,177331605
8411,80310040034007,S Clermont St,177341051
8413,80310068113002,E Hampden Ave,606053852
8417,80310024031003,31st St,177305120
8420,80310003011014,W 38th Ave,177300862
8423,80310042014012,E 16th Ave,177311340
8425,80310017012004,Delgany St,177304054
8426,80310045032007,Morrison Rd,636168227
8428,80310006001013,W 27th Ave,177301755
8432,80310045043004,W Gill Pl,177326923
8433,80310013013014,S Clay St,177328207
8435,80310030021011,S Ogden St,177333792
8442,80310046035007,S Patton Ct,177628667
8443,80310003034000,W 38th Ave,177300675
8444,80310048011017,S Utica St,177328884
8445,80310017011009,Chestnut Pl,646531935
8447,80310030012012,S Washington St,177332200
8448,80310070883000,E Mississippi Ave,636077329
8449,80310038005010,E 5th Ave,177338222
8451,80310120103013,W Berry Ave,636050084
8457,80319800001045,Pena Blvd,177627741
8459,80310068104016,S Tamarac Dr,177343982
8460,80310039021002,S Milwaukee St,177338884
8462,80310068091012,S Poplar Way,177343858
8463,80310120144001,S Balsam Way,640651328
8469,80310024033012,Welton St,177305526
8470,80310030031024,S Lafayette St,177332588
8472,80310016001033,Larimer St,177305050
8473,80310007025011,W 16th Ave,177301586
8474,80310120144006,W Saratoga Pl,177323250
8477,80310045031001,S Quitman St,177327011
8482,80310014032008,W Iliff Ave,177391021
8484,80310016001008,Delgany St,177304919
8486,80310083041008,E 55th Ave,177349760
8487,80310016002052,Lawrence St,177304470
8491,80310044054011,E 10th Ave,177313561
8492,80310083893008,N Killarney Ct,617528653
8494,80310013015005,S Dale Ct,177327817
8495,80310119032003,S Pierce St,177321881
8496,80310045051029,S Meade St,177327498
8498,80310051021001,E Kansas Dr,177340070
8499,80310046022006,S Lowell Blvd,177328056
8500,80310050012010,S Krameria St,177339945
8502,80310068143017,S Akron St,623478216
8503,80310044054034,E 5th Ave,606038082
8504,80310041061137,N Alton Ct,606110985
8505,80310041071001,E 50th Ave,641515064
8506,80310041061003,N Boston Ct,645173288
8508,80310032023001,E 12th Ave,177306215
8511,80310016001043,30th St,177305079
8514,80310051022006,S Eudora St,177340073
8516,80310016002026,24th St,606096567
8518,80310038003014,S Monroe St,177338629
8522,80310039023014,S Saint Paul St,177339007
8524,80310040034008,S Bellaire St,177341045
8525,80310051024008,E Evans Ave,177341373
8526,80310046022002,S Hooker St,177370676
8528,80310045051032,W Exposition Ave,177327915
8530,80310070131014,S Quebec Way,606057556
8531,80310041071084,E 29th Pl,606070301
8533,80310068092002,S Roslyn Way,177343874
8537,80310045053003,W Center Ave,177327525
8539,80310053001024,E Wesley Ave,177340890
8541,80310017021025,17th St,177304537
8542,80310041061204,E 28th Ave,606059330
8544,80310055032007,W Quinn Pl,177329298
8545,80310037012002,E 17th Ave,177311016
8546,80310030014014,S Pearl St,177332305
8547,80310120103002,W Alamo Dr,177629613
8553,80310041061158,N Florence St,606081926
8555,80310017011009,Chestnut Pl,646531935
8556,80310017022002,15th St,177304418
8558,80310050012022,S Holly St,177339707
8560,80310050022009,E Mississippi Ave,612637520
8564,80310024033013,24th St,177305527
8567,80310069014005,E Donald Ave,612876049
8568,80310041011001,E 51st Ave,177309958
8570,80310044054063,E 1st Pl,640072451
8572,80310017022010,16th St,177304717
8574,80310021003058,S Broadway,177330920
8576,80310013021017,S Quivas St,177330451
8579,80310120103013,W Berry Ave,636050084
8581,80310028023011,S Grant St,177331611
8583,80310030043020,S York St,177334244
8584,80310019012004,W 13th Ave,177304328
8587,80310040023017,S Adams St,177340783
8588,80310050022009,E Mississippi Ave,612637520
8589,80310120101004,S Wadsworth Blvd,623656789
8592,80310041033012,E 23rd Ave,177311996
8597,80310047005009,S Sheridan Blvd,177326913
8598,80310120141006,S Kipling St,177629440
8600,80310041061156,N Fulton St,606076875
8605,80310009023006,W Alameda Ave,177326451
8607,80310119031008,W Yale Ave,177321793
8608,80310017014007,Larimer St,177304388
8611,80310029013010,S Sherman St,177332062
8612,80310006001006,N Speer Blvd,177301250
8613,80310046033014,S Linley Ct,177329385
8614,80310040034024,S Bellaire St,177341055
8617,80310018002024,W 7th Ave,177631855
8618,80310041061034,E 40th Ave,641704643
8619,80310045032000,W Exposition Ave,177326990
8621,80310153001012,S Grape St,177340092
8623,80310045042010,W Bingham Pl,177326465
8626,80310003024015,W Moncrieff Pl,177299548
8627,80310120142007,S Balsam Way,177625203
8630,80310068102002,E Oxford Dr,612866053
8632,80310009023015,W Alameda Ave,177326183
8633,80310045033008,W Ohio Ave,177370668
8635,80310034012018,E Virginia Ave,177331998
8639,80310030013000,S Downing St,177332374
8640,80310010001004,W 5th Ave,635978773
8641,80310016002029,Walnut St,177304973
8644,80310120102001,S Ammons St,641682727
8646,80310044051007,E Lowry Blvd,606110239
8647,80310009024001,W 1st Ave,177326423
8649,80310068121010,S Locust St,177631442
8650,80310034023014,S Lafayette St,177332542
8651,80310069015002,E Villanova Pl,177341711
8652,80310041061081,E 26th Ave,646543622
8654,80310040063010,S Fillmore St,177340620
8656,80310047005002,S Vrain St,177327160
8659,80310068091001,S Olive St,606004688
8666,80310011023014,W 33rd Ave,177303498
8667,80310017011005,Bassett St,617188103
8672,80310068041013,E Temple Dr,606004675
8673,80310040041022,E Ithaca Pl,177342019
8674,80310037012017,E 16th Ave,177311019
8678,80310068104001,E Jefferson Ave,612222046
8679,80310037012002,E 17th Ave,177311016
8681,80310003032006,W 32nd Ave,177629675
8682,80310029013023,S Pearl St,177332121
8683,80310029023007,S Clarkson St,177332152
8685,80310009033006,S Perry St,177326530
8686,80319800001134,E 57th Pl,606066773
8687,80310040064012,S Adams St,177340661
8690,80310083912027,E 40th Pl,606061802
8691,80310068122007,E Hampden Ave,177343818
8692,80310040024004,S Steele St,177340763
8693,80310017011009,18th St,617188198
8694,80310030011004,E Louisiana Ave,177331284
8695,80310028034010,E 1st Ave,177630535
8701,80310083881001,N Yampa St,646543094
8702,80310039011015,E Alameda Ave,177338402
8705,80310070062000,E Dartmouth Ave,612223860
8706,80310019012007,W 13th Ave,177304328
8708,80310017013001,Wazee St,177304355
8709,80310024031007,Stout St,177305119
8714,80310038003018,S Harrison St,177338656
8715,80310017021012,Curtis St,177304431
8717,80310014032015,S Acoma St,177332927
8719,80310013015001,S Bryant St,177327842
8720,80310068143015,E Girard Ave,177344468
8724,80310068041013,E Temple Dr,606004675
8725,80310053001004,S Colorado Blvd,640072330
8727,80310047006000,W Evans Ave,177328511
8728,80310068103003,S Valentia St,177344092
8730,80310016002048,Market St,177304452
8732,80310068041070,S Ulster St,606006801
8733,80310017014007,Larimer St,177304388
8734,80310027013001,E 10th Ave,177305796
8735,80310067011022,E Union Ave,640660901
8737,80310014015002,S Bryant St,177328249
8739,80310003024001,W 34th Ave,177299774
8742,80310030011013,S Grant St,177332107
8743,80310046021000,W Arizona Ave,177328042
8746,80310083882000,E 44th Pl,644992374
8747,80310010001023,W Short Pl,632640510
8748,80310007022010,W Conejos Pl,177301671
8750,80310021002008,S Bannock St,177330846
8751,80310068102002,E Oxford Dr,612866052
8752,80310041071136,E 26th Ave,606038565
8753,80310070061000,S Kenton St,177629278
8756,80310120144001,S Balsam Way,640651328
8758,80310039023006,S Josephine St,177338919
8761,80310052003011,S Locust St,177631119
8762,80310040062015,E Evans Ave,177340531
8765,80310041071123,E 22nd Pl,617526204
8766,80310039023015,S Steele St,177339015
8767,80310046031010,W Iliff Ave,177329410
8768,80310004023018,15th St,177301354
8769,80310039023018,S Clayton St,177338943
8772,80319800001134,N Ceylon St,641588044
8773,80310120142002,S Balsam St,640651505
8774,80310047003004,S Winona Ct,177328749
8777,80310068091000,S Quebec St,606004786
8778,80310070131000,S Quebec Way,606057557
8782,80310040034002,S Colorado Blvd,177340998
8786,80310046013022,S Wolff St,177327134
8787,80310009023014,S Zenobia St,177326160
8788,80310017013004,19th St,177304356
8789,80310017022017,14th St,177304421
8790,80310041012003,E 35th Ave,177311596
8791,80310011023018,18th St,177303570
8792,80310083893000,N Malta St,640653228
8794,80310043062016,E 1st Ave,177342254
8796,80310083881007,E Randolph Pl,606039300
8797,80310041071110,E 23rd Ave,617527531
8798,80310068095005,S Syracuse St,606047558
8803,80310083893031,E 53rd Ave,606075199
8804,80310041061081,E 28th Pl,641517078
8805,80310017022002,15th St,177304418
8809,80310068041070,S Ulster St,606006801
8811,80310068041029,E Tufts Ave,632903377
8812,80310039011030,S Colorado Blvd,639438057
8814,80310044052007,E Fairmount Dr,640331404
8815,80310083903006,N Andes St,606066925
8816,80310020001031,W 12th Ave,177304690
8817,80310030042029,S Gilpin St,177334057
8818,80310007011000,N Quitman St,606003612
8819,80310013013008,S Dale Ct,177328189
8820,80310017022002,15th St,177304418
8822,80310047005014,W Evans Ave,177328738
8823,80310013014014,S Canosa Ct,177327852
8825,80310029021016,E Virginia Ave,177331742
8826,80310017011009,18th St,617188198
8827,80310038003012,S Garfield St,177338646
8828,80310029022011,S Corona St,177332219
8832,80310067011029,E Chenango Ave,634911072
8833,80310068042020,E Union Ave,606028427
8834,80310068132000,E Harvard Ave,612220124
8836,80310041061089,N Fulton St,606079846
8837,80310120142002,W Quincy Ave,641646161
8838,80310014024002,W Colorado Ave,177328399
8839,80310083903012,N Andes Ct,606055785
8840,80310043013005,E 8th Ave,177338552
8841,80310039011002,S Jackson St,177338679
8842,80310011021022,Rockmont Dr,177625406
8843,80310055021019,W Princeton Ave,177329237
8845,80310009025007,W 5th Ave,177326274
8847,80310052004001,S Leyden St,177340467
8848,80310024033013,Glenarm Pl,177305532
8850,80310030012030,S Clarkson St,177332326
8851,80310013022017,W Tennessee Ave,177331034
8853,80310014031000,S Acoma St,177331274
8855,80310154004014,W 48th Ave,633497560
8856,80310120101004,S Wadsworth Blvd,623656789
8857,80310030042011,S Gilpin St,177334025
8860,80310017015003,Larimer St,177304399
8866,80310068121004,S Oneida St,177343513
8869,80310068114001,E Dartmouth Ave,606043230
8870,80310003025009,W 36th Ave,177299762
8871,80310020001031,W 12th Ave,177304690
8872,80310046022007,S Newton St,177328049
8877,80310083892026,E Burlington Pl,606065912
8880,80310016003010,Lawrence St,177305003
8881,80310016002001,28th St,646534716
8884,80310011023007,W 33rd Ave,177303532
8885,80310017021033,16th St,177304541
8888,80310019012015,W 11th Ave,177304320
8891,80310041011062,E 38th Ave,177311583
8893,80310041071079,N Uinta St,640072968
8895,80310040052007,S Josephine St,638611326
8896,80310052001004,S Jasmine Way,177340398
8897,80310029023009,S Washington St,177332179
8901,80310068142001,E Girard Ave,611644631
8903,80310034011004,S Franklin St,177331968
8904,80310016002011,Delgany St,177630476
8907,80310036025000,E 37th Ave,177310376
8908,80310052004007,S Holly St,177340249
8909,80310153001009,S Hudson St,177339693
8910,80319800001134,E 58th Ave,606066829
8915,80310024031021,Welton St,177305624
8916,80310069011000,E Evans Ave,642878449
8917,80310083901013,E Chaffee Pl,617528140
8918,80310039021020,S Clayton St,177338827
8919,80310023003023,E 23rd Ave,177306009
8920,80310017015008,Blake St,177623964
8922,80310120144001,S Dudley St,177367748
8927,80310069014005,E Warren Ave,612876052
8928,80310031021008,E 18th Ave,177305940
8929,80310120101004,S Wadsworth Blvd,623656789
8930,80310014031000,S Acoma St,177331274
8931,80310019021023,Auraria Pkwy,617188351
8934,80310119031010,W Yale Ave,177321728
8935,80310119024004,S Harlan St,177623916
8937,80310039012022,S Cook St,177338906
8939,80310041071067,N Roslyn St,606070254
8945,80310120103013,S Dover St,640071532
8946,80310039023004,S Elizabeth St,177338929
8948,80310120101011,W Prentice Ave,177627098
8949,80310069011000,E Evans Ave,642878449
8951,80310030043006,S Gilpin St,177334070
8956,80310083902001,E Elk Pl,606064293
8959,80310044053013,N Alton Way,624762380
8960,80310120101004,S Wadsworth Blvd,623656789
8963,80310070062000,E Dartmouth Ave,640447895
8965,80310039021004,S Clayton St,177338815
8966,80310041061003,N Boston Ct,645173288
8967,80310068123004,S Hudson St,177341465
8971,80310023003027,E 23rd Ave,177305921
8972,80310083893028,E 55th Pl,606075118
8974,80310050012026,S Locust St,177339976
8975,80310004022007,W 33rd Ave,177301273
8977,80310004013009,W 39th Ave,177301057
8978,80310068122007,E Girard Ave,612233151
8980,80310008001027,W 9th Ave,177301950
8982,80310067011032,E Chenango Ave,640660892
8983,80310070894006,E Alameda Ave,630300357
8985,80310004025005,W 33rd Ave,177300909
8986,80310068094000,E Quincy Ave,606047281
8988,80310014031035,S Acoma St,177331385
8989,80310029023008,S Pearl St,177332085
8990,80310067011032,E Chenango Ave,640660892
8991,80310016002001,28th St,646534716
8992,80310038003010,S Colorado Blvd,639438043
8995,80310040051006,S Madison St,177339226
8996,80310017011013,16th St,634926744
8999,80310028021019,E 3rd Ave,177331485
9000,80310083893020,N Ensenada St,606074889
