,BLKID,MAF_NAME,TLID_match
26280,80310070131000,S Quebec Way,606057557
26282,80310024033013,Welton St,177305530
26283,80310041071092,E 29th Ave,641117330
26288,80310038005023,E 3rd Ave,177338234
26290,80310013023014,S Osage St,177331013
26293,80310003025017,W 34th Ave,177299774
26295,80310038003014,S Madison St,641117288
26297,80310068092026,S Newport Way,177342071
26299,80310011023018,18th St,177303570
26300,80310014013005,S Umatilla St,177328326
26301,80310041071079,E 29th Pl,606070301
26302,80310055021003,S Lowell Blvd,177515955
26303,80310006001003,W 26th Ave,177301823
26308,80310070883000,E Mississippi Ave,636077329
26309,80310007022008,W 14th Ave,612675370
26310,80310034022008,S York St,177332055
26312,80310067011010,S Monaco St,640660828
26313,80310038002015,E 2nd Ave,639437916
26314,80310070893001,E Center Ave,177631130
26316,80310030042008,S Lafayette St,177334007
26321,80310017014010,Larimer St,177304405
26323,80310070894006,E Alameda Ave,630300357
26324,80310043063013,E Cedar Ave,612842753
26325,80310036031032,E 27th Ave,177311114
26327,80310003034000,W 38th Ave,177300675
26328,80310068104000,E Hampden Ave,606043361
26329,80310040033012,S Bellaire St,177341004
26330,80310018001011,W 11th Ave,177630959
26332,80310021003048,W Cedar Ave,177330782
26335,80310003024001,W 34th Ave,177299774
26336,80310083063007,E 47th Ave,177350012
26337,80310068141006,S Beeler St,177344252
26342,80310053001004,S Colorado Blvd,640072330
26343,80310067011010,S Monaco St,640660829
26344,80310004011015,W 42nd Ave,177301131
26345,80310017015003,Market St,177304397
26346,80310083871000,E 50th Way,177627137
26347,80310017022002,15th St,177304418
26350,80310083893002,N Netherland St,606066192
26354,80310040052006,S Josephine St,638611326
26357,80310052002008,S Olive St,177342654
26360,80310120101003,W Stetson Pl,177322109
26361,80310027012005,E 11th Ave,177305769
26362,80310068042020,E Union Ave,606028427
26365,80310068121014,S Magnolia St,177341837
26366,80310029011003,E Alameda Ave,177331656
26368,80310041061150,E 31st Ave,640072709
26369,80310068092027,S Narcissus Way,177342068
26373,80310083891006,E 48th Pl,617528825
26375,80310044054003,N Trenton St,617528954
26377,80310119031004,W Yale Ave,177321794
26380,80310003034001,W 38th Ave,177300655
26383,80310068095005,S Quebec St,612223461
26384,80310028023015,S Logan St,606025626
26385,80310119024004,S Harlan St,177328994
26388,80310055033000,S Wolff St,177329226
26389,80310030011014,S Grant St,177332242
26390,80310002012022,W Beekman Pl,177302496
26391,80310083893105,N Flanders Way,606074664
26392,80310041021051,E 38th Ave,177311837
26394,80310083881001,N Yampa St,646543094
26400,80310040041021,E Ithaca Pl,177342019
26402,80310083911000,E 46th Ave,177629846
26404,80310068123010,E Girard Pl,646533573
26407,80310070372005,E Virginia Ave,606037630
26408,80310120102003,W Layton Ave,641682321
26409,80310040031004,S Forest St,177341425
26410,80310019012011,W 10th Ave,177304336
26412,80310040021001,S Jackson St,177340873
26414,80310010002003,S Canosa Ct,177327806
26417,80310030012010,S Pennsylvania St,177332128
26419,80310011023039,Boulder St,177303549
26420,80310016002001,28th St,646534716
26422,80310067011029,E Chenango Ave,634911072
26423,80310008001024,W Holden Pl,177301943
26425,80310017015004,Larimer St,177304399
26426,80310002012014,W 51st Ave,177302470
26428,80310017013007,Wazee St,177304357
26429,80310007011000,W 17th Ave,177389562
26430,80310047003008,S Zurich Ct,177328570
26432,80310014011017,S Osage St,177331133
26433,80310120142002,W Quincy Ave,641646162
26439,80310009033007,S Osceola St,177326536
26442,80310067011022,E Union Ave,640660901
26445,80310083911012,E 47th Ave,177630244
26446,80310038005006,E 5th Ave,177338222
26449,80310050023000,E Alameda Ave,637350719
26454,80310040021014,E Floyd Dr,177340796
26455,80310041071136,E 28th Ave,606060816
26459,80310041071090,E 29th Ave,606067496
26462,80310052004003,S Jasmine St,177340416
26464,80310046022003,W Florida Ave,177328074
26466,80310014023002,S Dale Ct,177328348
26470,80310020001045,W 10th Ave,177304792
26472,80310005025002,W 26th Ave,177300318
26473,80310028022004,S Pennsylvania St,177331620
26474,80310040062014,S University Blvd,177340529
26475,80310155002003,E Mississippi Ave,635996450
26479,80310009033009,S Meade St,177327443
26480,80319800001046,Pena Blvd,606083213
26481,80310041071001,E 52nd Ave,645173158
26483,80310157002010,S Quitman St,177328932
26484,80310040021000,S Colorado Blvd,177340920
26486,80310034023021,S York St,177332619
26487,80310017011006,Little Raven St,606066625
26490,80310043033009,S Grape St,177339649
26491,80310017021008,17th St,177389902
26492,80310028023001,S Pennsylvania St,177331629
26493,80310028032000,E Bayaud Ave,177331721
26496,80310028023001,S Pennsylvania St,177331629
26498,80310035004014,N Colorado Blvd,606087630
26499,80310120142002,W Quincy Ave,641646161
26500,80310052003006,S Jersey Way,177340444
26501,80310119023001,W Hampden Ave,177630834
26503,80310034021034,S Franklin St,177332442
26506,80310002012002,W 52nd Ave,177410207
26507,80310003031009,W 34th Ave,177300879
26508,80310028023015,S Logan St,606025626
26512,80310042014009,E Batavia Pl,177312070
26514,80310041071120,E 23rd Ave,617188509
26515,80310039011003,S Monroe St,177338660
26517,80310119023001,W Hampden Ave,177630834
26518,80310046022004,S King St,177328068
26520,80310034021015,S Gilpin St,177332433
26521,80310083893086,N Orleans Ct,641117260
26522,80310070883000,E Mississippi Ave,636077329
26523,80310021003049,S Cherokee St,177330855
26525,80310021002006,W Ellsworth Ave,177330843
26526,80310003032012,W Hayward Pl,177300933
26529,80310003024001,W 33rd Ave,177299783
26530,80310039023019,S Fillmore St,177339003
26531,80310030014019,S Logan St,177332300
26533,80310041071001,N Xenia St,645173243
26534,80310119031004,W Yale Ave,177321798
26536,80310083892040,N Fundy St,640656004
26539,80310044054013,E 8th Pl,636168742
26540,80310029023006,S Clarkson St,177332152
26541,80310004023022,W 28th Ave,177301343
26542,80310083911009,N Kirk St,606060148
26544,80310067011003,S Monaco St,606048943
26546,80310006001015,W 28th Ave,177300958
26547,80310052001010,S Ivanhoe Way,177340392
26548,80310028023012,S Sherman St,177331605
26550,80310014031027,S Bannock St,177331361
26555,80310067011026,S Niagara St,634911097
26557,80310120142003,S Ammons St,177625206
26558,80310016001013,Blake St,606097670
26559,80310039011003,S Monroe St,177338660
26561,80310004014016,W 42nd Ave,177300766
26564,80310026021000,E 19th Ave,642107209
26567,80310002021007,W 44th Ave,177303331
26569,80310004013014,W Denver Pl,177300776
26570,80310083911036,E 43rd Pl,177627337
26572,80310030023006,S Grant St,177333719
26573,80310083893018,N Ireland St,617525716
26574,80310156003004,W Iliff Ave,177329602
26575,80310041071111,E 24th Dr,617527862
26576,80310083881001,N Telluride St,640739890
26577,80310083042000,E 55th Ave,177349821
26580,80310055021005,W Kenyon Ave,177630747
26581,80310039011015,E Alameda Ave,177338402
26582,80310041071001,N Uinta Way,645173140
26584,80310046024008,S Osceola St,177327077
26585,80310068111001,E Amherst Ave,177343558
26586,80310045063004,W Ohio Ave,177327986
26589,80310017022005,Stout St,177304445
26595,80310038003006,S Garfield St,177338637
26596,80310017022027,14th St,177304627
26597,80310068114001,E Dartmouth Ave,606043230
26599,80310038004017,E Bayaud Ave,612833833
26601,80310041061250,E 23rd Ave,606059429
26604,80310040052008,S Columbine St,638611324
26606,80310021003049,S Cherokee St,177330855
26608,80310045031005,S Vrain St,177326951
26609,80310016001032,35th St,177305049
26610,80310017022017,14th St,177304421
26613,80310003023005,W 29th Ave,177299558
26614,80310017011009,Chestnut Pl,606041095
26615,80310021002007,W Archer Pl,177330841
26618,80310027033001,E 11th Ave,177305878
26619,80310016002016,Wewatta Way,646534686
26621,80310070062000,E Dartmouth Ave,640447895
26622,80310043034010,S Bellaire St,177338709
26623,80310041061092,E 33rd Ave,617527410
26624,80310016001013,Blake St,177305017
26625,80310067011022,E Union Ave,634910988
26626,80310070372010,E Ohio Ave,177343217
26627,80310040041010,S Grape St,177341913
26631,80310050021020,Leetsdale Dr,177340372
26633,80310157001015,W Floyd Ave,177329519
26634,80310040052009,S Fillmore St,177339033
26636,80310013021008,S Navajo St,177330506
26638,80310046011016,S Tennyson St,177327046
26639,80310045052003,W Alameda Ave,177327516
26641,80310027032000,E 13th Ave,177305871
26642,80310051021003,S Fairfax St,177340113
26644,80310004022010,W 32nd Ave,177625569
26647,80310046035001,S Knox Ct,177328125
26648,80310041071062,N Spruce St,640736755
26649,80310070892003,S Alton Way,177343099
26650,80310045042005,S Sheridan Blvd,177623023
26652,80310119021005,S Fenton St,177328541
26653,80310014032019,S Delaware St,177332903
26656,80310043043021,E 10th Ave,636168937
26660,80310070131018,S Quince St,177342721
26661,80310029013022,S Pearl St,177332085
26662,80310046033014,S King St,177329387
26666,80310011023018,18th St,177303570
26667,80310013021004,W Nevada Pl,177330418
26669,80310083912033,N Ireland Ct,606047023
26671,80310026021000,E 19th Ave,642107209
26674,80310030014010,S Pennsylvania St,177332292
26675,80310053001020,S Clermont St,639311981
26678,80319800001136,N Biscay St,606066735
26679,80310024031017,Stout St,177305520
26680,80310046033008,S Patton Ct,177328852
26681,80310083893008,E Randolph Pl,640653255
26682,80310003034001,W 38th Ave,177300655
26685,80310028023011,S Grant St,177331611
26686,80310083893058,N Netherland St,617528540
26688,80310014031000,S Acoma St,177331274
26689,80310029022015,S Ogden St,177332228
26691,80310006001009,N Speer Blvd,177301217
26692,80310014032020,S Delaware St,619117840
26693,80310070884000,E Mississippi Ave,177527973
26694,80310068131000,S Dayton Way,612220041
26696,80310017015001,Blake St,177304085
26698,80310050011024,S Locust St,177340358
26700,80310068094005,E Quincy Ave,606047280
26702,80310041061150,E 31st Ave,640072709
26705,80310120103013,W Berry Ave,636050084
26707,80310038004002,E 1st Ave,177338386
26708,80310040061020,S Colorado Blvd,177340913
26712,80310083881054,E 48th Pl,606046190
26716,80310068142001,E Girard Ave,611644493
26717,80310070892003,S Alton Way,177343107
26718,80310017011006,Little Raven St,606066625
26720,80310070884000,E Mississippi Ave,177527973
26727,80310040052003,S Columbine St,636169415
26728,80310016002023,Blake St,177303946
26729,80310050021008,S Oneida Way,177342429
26730,80310045033008,Morrison Rd,177326992
26731,80310017013005,Wynkoop St,177304079
26732,80310044053010,E 5th Ave,640071701
26733,80310006001019,W 27th Ave,177301767
26735,80310045062015,S Federal Blvd,177328037
26736,80310017013007,Blake St,177304363
26739,80310046034013,S Linley Ct,177329355
26741,80310045033005,S Patton Ct,177327019
26743,80310070892003,S Alton Way,177343099
26744,80310083911041,E 43rd Ave,177352564
26745,80310002022014,W 46th Ave,177301086
26746,80310051041007,S Colorado Blvd,177339274
26747,80310070894006,E Alameda Ave,630300357
26748,80319800001134,N Biscay St,641588030
26749,80310034021000,S High St,177332023
26750,80310120101004,S Wadsworth Blvd,623656789
26752,80310041061044,E 39th Ave,177396006
26755,80310039022015,S Garfield St,177339152
26757,80310068102000,E Mansfield Ave,635195853
26759,80310068041070,S Ulster St,606006801
26761,80310051022004,S Forest St,177340117
26762,80310016002017,Blake St,177630936
26763,80310120103013,W Berry Ave,636050084
26764,80310004022000,W 34th Ave,177301297
26766,80310068142001,E Girard Ave,611644632
26771,80310070891003,S Clinton St,612878011
26773,80310068103000,S Wabash St,177344046
26775,80310051024003,S Elm St,177340209
26776,80310014011001,S Platte River Dr,177396211
26777,80310119031012,S Teller St,177321861
26778,80310027013001,E 10th Ave,177305796
26779,80310068092002,E Kenyon Ave,177343832
26780,80310043065014,E 3rd Ave,177339770
26781,80310051022001,S Hudson St,177340140
26784,80310016001013,Blake St,177305017
26785,80310070893007,S Alton Way,177343101
26786,80310046034004,S Newton St,177329336
26787,80310004021004,W 38th Ave,177301187
26790,80310030041016,S High St,177334107
26795,80310021002006,W Ellsworth Ave,177330843
26796,80310030043015,S Gilpin St,177334174
26797,80310083871006,E 50th Pl,177627470
26800,80310047001001,S Paseo Way,177327237
26803,80310070883000,E Mississippi Ave,636077328
26804,80310070132009,S Quebec Way,177342715
26805,80310013013009,S Decatur St,177328188
26806,80310083042008,E 53rd Ave,177349867
26808,80310120144002,S Dudley St,612688319
26811,80310017014008,17th St,177304406
26812,80310017021033,16th St,177304541
26813,80310120142013,W Union Ave,177370780
26814,80310083881027,N Lewiston Ct,606076659
26817,80310014031022,W Arizona Ave,177331275
26822,80310030042012,S High St,177334080
26824,80310041061230,E 25th Dr,606062066
26829,80310083064002,E 48th Ave,177370762
26831,80310045031006,W Tennessee Ave,177383852
26832,80310040032007,S Fairfax St,177341525
26836,80310039022004,S Monroe St,177339128
26837,80310041061221,N Alton St,606059375
26838,80310002022017,W Scott Pl,177301090
26840,80310120011003,S Sheridan Blvd,612625990
26841,80310023002024,E 26th Ave,177305991
26843,80310041061069,N Akron St,617527250
26845,80310119023001,W Hampden Ave,177630834
26846,80310016002017,Blake St,177630936
26847,80310039011003,S Monroe St,177338660
26850,80310009032007,S Julian St,177327464
26853,80310036021001,N Colorado Blvd,606065531
26858,80310041071028,E 40th Ave,645522173
26859,80310068111007,E Amherst Ave,177343541
26860,80310017021007,Arapahoe St,177304466
26862,80310068102002,E Oxford Dr,612866053
26863,80310016002028,Blake St,177304967
26865,80310067011032,E Chenango Ave,640660892
26867,80310068114010,S Tamarac Dr,612675500
26868,80310038004006,E 1st Ave,633680389
26869,80310027031009,E 13th Ave,613292882
26870,80310040051001,S Jackson St,177339266
26872,80310016002046,Lawrence St,177304462
26874,80310083893041,E 55th Pl,617527070
26875,80310005021014,W 26th Ave,177301483
26877,80310044054061,E Lowry Blvd,177628908
26881,80310041071049,E 35th Ave,177625557
26882,80310041061003,N Boston Ct,645173288
26883,80310013022012,S Platte River Dr,177396188
26884,80310068142001,E Girard Ave,611644493
26885,80310024021002,E 25th Ave,177305642
26886,80310010003013,S Federal Blvd,177327556
26889,80310013021031,S Shoshone St,177330441
26892,80310017015008,Wazee St,177304117
26893,80310053001004,S Colorado Blvd,640072330
26895,80310068092000,S Spruce St,177343875
26898,80310040034013,S Birch St,177341057
26899,80310050021016,S Magnolia Ln,177340005
26903,80310003033006,W 30th Ave,177300832
26904,80310083053010,E 55th Ave,606026209
26905,80310041071067,N Quebec St,606023551
26907,80310004024013,W 29th Ave,177301310
26908,80310083892035,N Ceylon St,606071936
26909,80310041011045,N Dexter St,606040987
26910,80310070891002,E Center Ave,177342901
26911,80310017011010,19th St,177304072
26913,80310007021001,W 18th Ave,177301525
26914,80310030042027,S High St,177334099
26915,80310044051021,S Quantum St,177629062
26916,80310043061006,S Jasmine St,634594759
26917,80310070891003,S Clinton St,612878011
26918,80310017011009,Chestnut Pl,646531935
26919,80310017011009,Chestnut Pl,646531935
26920,80310005022013,W 23rd Ave,177301477
26921,80310068121010,S Locust St,177631442
26922,80310017014011,Market St,177304361
26925,80310070131002,S Trenton St,636169078
26926,80310034012024,S York St,177332043
26929,80310040041001,S Hillcrest Dr,606048027
26933,80310039011008,S University Blvd,606029150
26937,80310003034010,W 33rd Ave,177300803
26939,80310017021034,California St,177304536
26940,80310120103013,S Dover St,636050099
26942,80310052001012,S Ivy Way,177340395
26943,80310046022021,W Colorado Ave,177328172
26945,80310034021012,S Williams St,177332460
26946,80310069014005,E Warren Ave,177341367
26947,80310156001003,S Decatur St,634594689
26951,80310043012004,E Hale Pkwy,639437651
26952,80310020001040,W 11th Ave,177304706
26953,80310156004008,W College Ave,177329471
26954,80310032032008,E 6th Ave,177331797
26957,80310041071113,N Ulster St,617527481
26959,80310039011002,S Jackson St,177338679
26960,80310043062024,S Olive St,177626659
26961,80310120101024,S Gray St,177627075
26962,80310068141005,S Akron St,177379924
26964,80310019021007,Auraria Pkwy,177304092
26965,80310043062016,E Lowry Blvd,646227564
26966,80310046012009,S Xavier St,177326961
26967,80310045032004,S Wolcott Ct,177326920
26968,80310068142005,E Hampden Ave,177344490
26969,80310039013029,S Clayton Way,177338813
26970,80310038003015,S Madison St,177338630
26971,80310009025018,W 2nd Ave,177326265
26974,80310083903020,E 40th Pl,177624145
26975,80310083892017,N Espana Way,606071888
26976,80310156002038,W Evans Ave,177515913
26979,80310068102002,E Oxford Dr,612866053
26980,80310027022004,E 10th Ave,642106872
26981,80310067011022,E Union Ave,640660901
26982,80310017011006,Little Raven St,606066625
26987,80310040021001,S Jackson St,177340873
26990,80310016002052,Lawrence St,177304470
26991,80310040041008,S Hudson St,177341916
26992,80310014031000,S Acoma St,177331274
26993,80310020001031,W 12th Ave,177304690
26995,80310019011016,W 13th Ave,606087208
26998,80310014031027,S Bannock St,177331361
27000,80310070893003,E Fairmount Dr,606034317
27001,80310028021001,E 6th Ave,177330699
27002,80310120142002,W Quincy Ave,641646161
27003,80310030022002,S Ogden St,177333799
27004,80310120011008,W Mansfield Ave,612928142
27006,80310050025000,S Oneida St,612240862
27008,80310013014016,S Zuni St,177327896
27009,80310045032010,S Sheridan Blvd,632640324
27011,80310120011008,W Marquette Dr,177329034
27014,80310083911014,E 47th Ave,177630256
27016,80310030041003,E Wesley Ave,638611452
27017,80310119031013,S Teller St,177321861
27018,80310156002043,S Kalamath St,177332732
27020,80310003013012,W 39th Ave,632640692
27021,80310070893003,E Fairmount Dr,606034317
27023,80310040033001,E Yale Ave,177340943
27024,80310041071001,N Central Park Blvd,645173324
27026,80310003012016,W 39th Ave,177300678
27027,80310156004010,W College Ave,177329612
27028,80310040033001,S Brook Dr,177341011
27029,80310017021000,Lawrence St,177304464
27031,80310040032001,S Holly St,177341590
27032,80310041061151,E Martin Luther King Jr Blvd,606075347
27037,80310055032007,W Quigley Dr,177329300
27041,80310017011010,19th St,177304072
27043,80310120144002,S Dudley St,640651327
27044,80310068121010,S Locust St,177631442
27046,80310046021001,S Julian St,177328018
27048,80310040022001,S Gregg Ct,177340805
27051,80310053001017,S Colorado Blvd,177340878
27053,80310017014005,Blake St,177304365
27056,80310047005014,S Wolcott Ct,177328725
27058,80310003033006,W 30th Ave,177300832
27059,80310030014019,S Logan St,177332300
27061,80310029022003,S Emerson St,177332156
27062,80310068041053,S Ulster St,632903547
27064,80310038004001,E 1st Ave,177338614
27065,80310038002000,E 2nd Ave,639437916
27066,80310068041029,S Ulster St,606056212
27067,80310043064007,E 5th Ave,177342215
27068,80310041071001,E 54th Pl,645173129
27069,80310030032000,E Buchtel Blvd,606058384
27071,80310120101016,W Sumac Ave,177627057
27076,80310040062015,E Evans Ave,177340531
27077,80310083872010,E 51st Ave,177350176
27079,80310041011053,E 41st Ave,177396718
27080,80310002012026,W 50th Ave,177302524
27082,80310070132008,E Gunnison Pl,177342711
27083,80310004023018,Boulder St,177630869
27085,80310068132000,E Iliff Ave,612231559
27089,80310083891002,E 49th Pl,617525603
27090,80310017015003,Larimer St,177304399
27092,80310004024000,W Argyle Pl,177301302
27093,80310083911000,E 45th Ave,177630288
27097,80310040051020,S Saint Paul St,177339049
27098,80310156002031,W Evans Ave,177329596
27100,80310009025024,W 2nd Ave,177326288
27102,80310028021019,E 3rd Ave,177331485
27104,80310041061217,N Xanthia St,606059006
27105,80310014011017,S Osage St,177331133
27106,80310055034000,S Lowell Blvd,177329959
27107,80310030014005,S Pearl St,177332293
27109,80310046011011,S Perry St,177327067
27113,80310040063005,S Josephine St,177340558
27114,80310017021000,Lawrence St,177304464
27116,80310021003064,S Santa Fe Dr,177330799
27117,80310021001012,W 2nd Ave,177330730
27118,80310067011026,S Niagara St,634911097
27119,80310051042007,E Evans Ave,177341297
27120,80310070884000,E Mississippi Ave,177527973
27121,80310041061136,N Akron Ct,606110977
27122,80310083903020,E 40th Ave,177352223
27126,80310030021000,S Downing St,177333795
27127,80310050022009,S Oneida St,612225557
27129,80310023003005,E 26th Ave,177305970
27130,80310055031010,W Layton Ave,177631362
27131,80310157003014,W Greensborough Pl,177626883
27132,80310068103000,S Wabash St,177344046
27133,80310047005004,S Wolff St,177327142
27135,80310156003006,W Wesley Ave,177329605
27137,80310120011010,S Fenton St,177329018
27139,80310016001013,Blake St,177305017
27142,80310068041070,S Ulster St,606006801
27146,80310041071001,N Uinta St,645173119
27147,80310003031003,W 37th Ave,177300895
27148,80310010001040,W Cedar Ave,177330397
27150,80310048011004,S Vrain St,177328783
27151,80310046014005,S Zenobia St,177326884
27155,80310003034000,W 38th Ave,177300675
27157,80310051022001,S Grape St,177340130
27159,80310083911015,E 47th Pl,177630252
27160,80310070893008,S Alton Way,177343107
27162,80310050012016,S Leyden St,177339970
27166,80310040063005,S University Blvd,177340555
27167,80310026021005,E 18th Ave,639312048
27168,80310052003009,S Kearney Way,177340453
27171,80310021002009,W Bayaud Ave,177330857
27172,80310038002001,E 2nd Ave,177338517
27173,80319800001134,E 57th Ave,606066764
27174,80310069011001,S Oneida St,612840423
27175,80310017022017,14th St,177304421
27176,80310028023008,S Lincoln St,177330884
27177,80310013021023,W Center Ave,177330461
27178,80310036014005,E 35th Ave,177305393
27180,80310046031001,S Hazel Ct,177328176
27181,80310016001043,Arapahoe St,177305082
27182,80310017021035,17th St,177627635
27184,80310039023019,S Milwaukee St,177339010
27185,80310042014011,E 16th Ave,177312066
27188,80310043042002,E 11th Ave,177313459
27189,80310006002012,W 24th Ave,177301499
27192,80310053001004,S Colorado Blvd,640072330
27193,80310050011005,S Jasmine St,177340305
27194,80310030023017,S Sherman St,177333744
27195,80310052001010,S Ivy Way,177340395
27196,80310083881067,N Kalispell St,606045538
27199,80310030022011,S Pennsylvania St,177333763
27200,80310045062004,W Kentucky Ave,177327927
27202,80310068103000,E Nassau Ave,177344058
27203,80310016001031,Larimer St,177305057
27204,80310004023015,W 29th Ave,639310249
27205,80310017011010,19th St,177304072
27206,80310083912006,N Perth St,606046965
27207,80310046021011,S Irving St,177328126
27210,80310016002016,Wewatta Way,646534686
27212,80310030023001,S Sherman St,177333712
27215,80310040041001,S Hillcrest Dr,606048020
27216,80310041071084,E 29th Ave,606081440
27219,80310050011017,E Ohio Ave,177340353
27224,80310029013007,S Pennsylvania St,177332077
27226,80310019012024,W 7th Ave,177330315
27227,80310016002046,Lawrence St,177304462
27228,80310083892041,N Ceylon Way,646543215
27229,80310070893006,S Alton Way,177343099
27231,80310120101004,S Wadsworth Blvd,623656789
27233,80319801001009,E 49th Ave,177349807
27234,80310120011008,S Harlan St,177329027
27235,80310041071062,E 35th Ave,640737220
27236,80310017011009,Chestnut Pl,646531935
27239,80310045041017,S Stuart St,177326989
27240,80310067011032,E Chenango Ave,640660892
27242,80310083892041,N Dunkirk St,646543187
27244,80310068121019,S Norman Ct,177343504
27245,80310004022012,W 33rd Ave,177301273
27249,80310038004006,E 1st Ave,633680389
27250,80310014031027,S Bannock St,177331361
27251,80310027022005,E 8th Ave,177331532
27253,80310083903007,N Andes St,606066969
27254,80310052001012,S Jersey Way,177340394
27255,80310070132012,S Roslyn St,177342690
27256,80310070883000,E Mississippi Ave,636077328
27257,80310048013000,S Raleigh St,177328965
27260,80310030031006,S Humboldt St,177332563
27261,80310120143015,S Flower Way,177323255
27262,80310040051004,E Colorado Ave,177339225
27263,80319801001006,E 53rd Ave,177349765
27269,80310055032013,W Temple Pl,177329309
27270,80310047005014,W Evans Ave,177328738
27272,80310011023018,18th St,177303570
27273,80310018001011,W 11th Ave,177630959
27275,80310046013015,S Stuart St,177327206
27279,80310120142003,S Ammons St,177625206
27280,80310044054012,E 9th Ave,606038624
27281,80310046012027,S Yates St,177326885
27284,80310043033024,S Hudson St,177339667
27286,80310068095005,S Quebec St,612223461
27287,80310119024004,S Harlan St,177328994
27290,80310030011007,S Lincoln St,177331285
27292,80310024032014,California St,177304557
27294,80310083892018,E 50th Pl,606077567
27295,80310044052007,E Alameda Ave,627343558
27296,80310011021022,Rockmont Dr,177625406
27297,80310004024012,N Speer Blvd,177301246
27298,80310028021019,E 3rd Ave,177331485
27304,80310046024006,S Meade St,177327961
27307,80310015003000,N Fox St,606003820
27308,80310017022001,14th St,177304152
27309,80310034022001,S Gaylord St,177332049
27311,80310045062002,W Ford Pl,177327964
27312,80310046033013,S Linley Ct,177329385
27314,80310070131006,S Ulster St,177342782
27315,80310029021004,S Washington St,177331729
27316,80310119021018,S Eaton Way,177328673
27317,80310030011012,S Grant St,177332107
27320,80310041071084,N Ulster St,606067854
27322,80310055021003,W Kenyon Ave,177628625
27324,80310051041008,S Colorado Blvd,177339276
27325,80310009025022,W 4th Ave,177326286
27327,80310068111012,S Valentia St,177343658
27328,80310051023023,E Colorado Ave,177340264
27330,80310045032001,S Vrain St,177326928
27331,80310038003018,S Jackson St,177338654
27334,80310046013017,S Stuart St,177327206
27335,80310017011009,Chestnut Pl,606041095
27337,80310083892038,E 50th Dr,606061606
27339,80310068092001,S Roslyn Way,177343874
27341,80310120101004,S Wadsworth Blvd,623656789
27342,80310030043005,S Gilpin St,177334070
27343,80310052003011,S Locust St,177631119
27345,80310083891006,E 48th Dr,617528728
27347,80310004023018,Boulder St,177630869
27349,80310041071001,E 51st Ave,641514984
27351,80310029013020,S Logan St,177332080
27352,80310067011010,S Monaco St,640660829
27354,80310041061173,N Geneva St,606076163
27356,80310030031008,S Lafayette St,177332552
27357,80310041071079,N Uinta St,640072968
27358,80310032015006,E 9th Ave,177390955
27359,80310039011008,S University Blvd,617188087
27360,80310017022002,15th St,177304418
27361,80310034021000,S Williams St,177332021
27363,80310013023015,W Ada Pl,177331027
27364,80310048012005,S Wolff St,177328876
27365,80310083892041,N Ceylon Way,646543199
27366,80310070893003,S Alton Way,612862560
27369,80310006002012,W 24th Ave,177301499
27371,80310007022018,W Avondale Dr,177406205
27372,80310041071001,E 55th Ave,645173240
27373,80310009052011,N Osceola St,617188309
27374,80319800001045,Pena Blvd,177627741
27376,80310037012002,E 17th Ave,177311016
27377,80310046031001,W Jewell Ave,177328164
27380,80310014031047,S Broadway,177331392
27382,80310068042020,E Union Ave,606028427
27383,80310070892001,S Alton Way,177343098
27384,80310021005005,W 6th Ave,177330333
27385,80310068101004,E Mansfield Ave,177384625
27386,80310016002011,Delgany St,177630476
27389,80310070131005,S Rosemary St,177379881
27392,80310024031008,Stout St,177305117
27393,80310120144001,S Balsam Way,640651328
27395,80310055033008,S Wolcott Ct,177329233
27396,80310067011010,S Monaco St,640660829
27397,80310068121011,E Bethany Pl,177341793
27399,80310030022006,S Corona St,177333820
27401,80310045032002,S Wolff St,177326927
27403,80310043061014,S Jasmine St,177339918
27404,80310013021019,W Custer Pl,177330459
27405,80310119021004,S Depew St,177328548
27406,80310014031032,S Broadway,642107142
27407,80310034023020,S University Blvd,177338917
27409,80310021001003,W 5th Ave,177330702
27413,80310024031015,29th St,177305627
27417,80310040062015,E Evans Ave,177340531
27423,80310041071051,E 35th Ave,640737962
27424,80310083911015,E 47th Ave,177630256
27425,80310083911001,E 46th Ave,177629849
27426,80310017014003,Lawrence St,177304395
27427,80310048012009,S Sheridan Blvd,177328698
27431,80310021003047,S Cherokee St,177330849
27432,80310156001013,W Floyd Ave,177515945
27434,80310017015001,15th St,177304118
27435,80310120103013,W Berry Ave,636050084
27436,80310083881001,N Yampa St,646543094
27438,80310041071062,N Spruce St,640736750
27441,80310017022001,14th St,177304152
27443,80310039022032,S Jackson St,177391179
27444,80310017022017,14th St,177304421
27448,80310068114000,E Dartmouth Ave,606043204
27449,80310050023008,S Pontiac St,177342557
27452,80310026021000,E 19th Ave,642107209
27454,80310030032000,E Buchtel Blvd,606058384
27455,80310038004017,E Bayaud Ave,612833833
27460,80310013023008,S Shoshone St,177330936
27464,80310120101004,S Wadsworth Blvd,623656789
27465,80310016001011,Wazee St,177304944
27466,80310067011032,E Chenango Ave,640660892
27467,80310014014010,S Alcott St,177328305
27468,80310014013009,S Raritan St,177330973
27470,80310006001005,N Speer Blvd,177301311
27471,80310028021014,N Logan St,606025193
27476,80310005012012,W 17th Ave,177300162
27477,80310067011003,S Monaco St,606048943
27478,80310070131005,S Trenton St,612834352
27482,80310120144002,S Dudley St,606053755
27484,80310068132000,E Harvard Ave,612231892
27485,80310003032006,W 32nd Ave,177629675
