,Unnamed: 0,LATITUDE,LONGITUDE,MAF_NAME,BLKID
189471,62991,39.628707399999996,-105.09523795,S Dudley St,80310120144001
231253,44860,39.75368408,-105.03853605,W 25th Ave,80310005025004
271532,155190,39.7823649,-105.04241058,N Stuart St,80310001022007
141628,10478,39.70323673,-104.88058376,S Alton Way,80310070892003
248474,107420,39.65884059,-105.03945772,W Eldorado Pl,80310157003007
274848,124152,39.65906005,-104.89099163,S Waxberry Way,80310068112009
97698,31684,39.78445512,-105.05479083,N Ames St,80310154001024
236615,62228,39.73552363,-104.96392255,N Race St,80310032022002
199307,61883,39.74909513,-105.00298507,14th St,80310019021005
298746,116885,39.72834762,-104.9502664,N Saint Paul St,80310033003000
193186,278020,39.71254341,-104.9422267,S Jackson St,80310038003018
305445,152037,39.71521925,-105.04392914,W Bayaud Ave,80310009022007
192151,22412,39.78634947,-104.75443984,N Himalaya Rd,80310083891008
313553,281346,39.65461393,-104.91774437,E Girard Pl,80310068123010
27862,37331,39.75693839,-105.02096887,W 28th Ave,80310006001013
72181,83087,39.7539468,-104.99423961,Blake St,80310017014000
271327,164752,39.74721099,-104.88967131,N Wabash St,80310044031004
201517,23324,39.73268491,-104.90019789,N Rosemary St,80310044054008
251698,230315,39.69087849,-105.04937131,S Xavier St,80310046012025
143829,11221,39.71852018,-104.94341138,N Garfield St,80310038002013
293072,142131,39.65786568,-104.92812565,S Fairfax St,80310040032005
59023,4348,39.73375345,-105.04638162,W 11th Ave,80310009043009
146328,64093,39.70438996,-104.87602383,S Clinton St,80310070891003
39830,42770,39.76579319,-104.9136815,N Locust St,80310041024015
308623,302966,39.80691114,-104.87876465,N Chester St,80310041061003
44121,15584,39.77592262,-105.00401629,N Navajo St,80310011012005
150182,159871,39.72515768,-104.97492549999998,N Ogden St,80310028011010
9040,265120,39.73260898,-105.00496729999999,N Osage St,80310019012016
161539,32224,39.68410802,-104.95166461,E Colorado Ave,80310040052000
74948,137273,39.73415118,-104.95027425,N Saint Paul St,80310037022007
308205,290181,39.80083113,-104.88288039,N Alton St,80310041061003
118572,119287,39.70828685,-105.03537268,S Lowell Blvd,80310045051011
60610,186078,39.76699752,-105.01650049999999,W 36th Ave,80310004021006
128191,261514,39.69723629,-104.9619065,S Gaylord St,80310034022027
207437,76462,39.73131723,-104.98848423,N Acoma St,80310020001050
170659,15429,39.769950200000004,-104.74957359,N Jericho St,80310083912033
65781,240205,39.75246413,-104.98078899,Welton St,80310024033013
217360,35895,39.76681188,-104.88748561,N Xanthia St,80310041061111
307644,253145,39.79323577,-104.88000966,N Boston St,80310041061003
49428,122616,39.76388233,-104.94093474,N Colorado Blvd,80310036022015
287394,125201,39.68875428,-104.96022393,S York St,80310034023019
301461,121239,39.71575561,-105.05277692,S Sheridan Blvd,80310009024019
158664,304530,39.72351725,-104.9825519,N Logan St,80310028013010
205243,273749,39.75202967,-105.00384269,Delgany St,80310017012004
300531,195853,39.77455091,-104.82095726,N Eagle St,80310083122013
32399,42240,39.78215598,-105.02094240000001,W 47th Ave,80310002024007
799,267421,39.74694599,-104.98198143,N Logan St,80310026011001
62144,106786,39.74308334,-105.05240706,N Zenobia St,80310007011010
70743,99046,39.73223796,-104.95032479999999,N Saint Paul St,80310037022008
279982,211592,39.68568584,-105.02059173,W Mexico Ave,80310014024003
156707,137798,39.73925574,-104.91133937,N Magnolia St,80310043041006
27976,259178,39.75624329,-105.02155196,N Decatur St,80310006001013
246326,204825,39.78306923,-105.02478251,N Federal Blvd,80310002024002
215880,50847,39.68616207,-105.02436349,S Federal Blvd,80310014023013
293999,133060,39.75774665,-104.93861834,N Ash St,80310041035006
75985,220774,39.76065618,-104.98536982,27th St,80310016002029
125105,112387,39.70517805,-105.02682411,W Gill Pl,80310045053006
93403,87069,39.74614342,-104.99392248,16th St,80310017022005
107034,46582,39.75030127,-105.02023591,N Clay St,80310006001023
209534,179289,39.72997817,-104.9514127,N Milwaukee St,80310033004011
17990,275248,39.75348982,-105.0012994,Wewatta St,80310017011014
169817,301906,39.70057593,-104.92946997,E Kentucky Cir,80310153002007
283540,166138,39.78946006,-105.06083622,W Clear Creek Dr,80310154001007
216699,32955,39.79439919,-104.76210562,N Ensenada St,80310083893029
250368,230159,39.79610513,-104.82643188,N Auckland Way,80310083052002
77639,226748,39.734138,-104.97734170000001,N Clarkson St,80310027033003
202449,23680,39.75764529,-104.88483205,E 29th Ave,80310041061207
38878,302740,39.78202644,-104.80449279999999,E Elk Pl,80310083882006
229778,80027,39.74710746,-104.97811418,E 19th Ave,80310026021000
262464,92928,39.68657474,-104.95729504,S Columbine St,80310039023020
245255,168197,39.65883970000001,-104.95872769,S Josephine St,80310040022011
243024,123547,39.68605196,-105.05217381,W Oregon Pl,80310046014007
45753,202040,39.74167891,-104.92898201,N Fairfax St,80310042013020
49004,143757,39.76674221,-104.92259522,N Holly St,80310041011081
117585,104328,39.68729656,-104.97663006,S Emerson St,80310030013002
121710,8842,39.7080106,-105.03068135,W Virginia Ave,80310045052008
161460,41257,39.71747865,-104.93981581,N Albion St,80310043034007
234528,246120,39.82550898,-104.67209368,N Scottsburg St,80319800001066
265064,213861,39.66118291,-104.96443186,S Vine St,80310030043023
214234,272701,39.66821743,-105.08018743,W Yale Ave,80310119031009
202021,298329,39.75845486,-105.01043349999999,Boulder St,80310004023018
295143,179136,39.77882642,-105.03612192,N Meade St,80310001022031
110251,51906,39.74960798,-104.99758966,Larimer St,80310017014010
23689,270357,39.62598067,-104.89576044,S Ulster St,80310068041070
4427,268376,39.73410197,-104.99553973,W 11th Ave,80310018001011
110023,230302,39.72268859,-105.02301939,W Short Pl,80310010001023
82919,149980,39.7265258,-104.95818764,N Columbine St,80310033003029
58886,244793,39.72738776,-104.98521082,E 7th Ave,80310027024009
183934,289987,39.71866888,-104.95023269,N Steele St,80310038005039
207462,223915,39.73131723,-104.98848423,N Acoma St,80310020001050
187936,88476,39.65119256,-104.88062558,S Beeler St,80310068101000
245951,81993,39.7143453,-104.94705605,E Bayaud Ave,80310038004021
308629,302973,39.8068615,-104.87802751,N Chester Way,80310041061003
238072,60422,39.763412,-104.96196704,N Vine St,80310036012010
25605,236249,39.75624921,-104.99864791,Wewatta St,80310017011010
104606,282373,39.74815073,-105.0281068,N Hooker St,80310005023011
103886,269902,39.74538772,-104.98148412,N Pennsylvania St,80310026011010
5826,351,39.62913988,-104.89393843,E Union Ave,80310068042020
268016,93782,39.79329829,-104.83200333,N Wheeling St,80310083053005
236109,252809,39.74438354,-104.96003559,N York St,80310031021022
29612,262136,39.79202351,-105.02253999999999,W Parkside Pl,80310002011000
151544,243215,39.70590597,-104.99246387,S Santa Fe Dr,80310021003064
311298,315338,39.73265670000001,-104.93898459999998,E 10th Ave,80310043012007
279321,128637,39.78742921,-104.81910665,N Duluth Ct,80310083872020
24566,300200,39.75049033,-104.9832358,Park Ave,80310024032004
123451,134216,39.72541582,-105.04479432,N Utica St,80310009025005
191658,299886,39.75785865,-104.98849106,24th St,80310016002026
16106,238745,39.78763561,-104.88290464,N Central Park Blvd,80310041071001
72661,164688,39.72652514,-104.97376691,N Corona St,80310028011000
229870,88929,39.70406385,-104.94118741,S Colorado Blvd,80310039011025
223252,198204,39.77074931,-105.03665208,N Newton St,80310003013016
124467,243461,39.67512797,-104.95900262,S University Blvd,80310040062014
250295,204590,39.771464200000004,-105.02932591,W 39th Ave,80310003011010
84109,49560,39.76466762,-104.99440285,Park Ave,80310015003081
102484,247250,39.75747028,-105.01391618,N Wyandot St,80310004023015
256047,168544,39.63204471,-105.03288037,W Union Ave,80310055031002
149441,229119,39.72455741,-104.97207162,N Marion St,80310032032009
140237,35545,39.69498117,-105.02188163,S Dale Ct,80310014014005
141342,10431,39.71437459,-104.93131926,S Dahlia St,80310043034017
92317,305102,39.75276829,-104.99659092,Blake St,80310017013003
94487,215332,39.74349918,-104.96134253,N Gaylord St,80310031021021
80109,295691,39.73821283,-104.97512376,N Ogden St,80310027031010
261900,211908,39.7301505,-105.03543052,N Lowell Blvd,80310009053009
5067,67962,39.63535417,-105.07988273,S Wadsworth Blvd,80310120101004
15934,277182,39.78745475,-104.88731603,E 49th Pl,80310041071001
82803,200168,39.72783812,-104.97209316,N Marion St,80310032033010
289156,130999,39.69367020000001,-105.01680945,S Alcott St,80310014014010
201167,25888,39.67617843,-104.92838503,E Donald Ave,80310069014005
29634,272897,39.79123511,-105.02113179,W 52nd Ave,80310002011000
270696,147641,39.61916016,-105.05902183,W Prentice Ct,80310120101015
100440,40491,39.751110600000004,-104.96312192,N Race St,80310023003023
74878,45752,39.73541561,-104.95712336,N Columbine St,80310037023002
245281,137410,39.68178556,-104.90591263,S Pontiac St,80310052002012
282699,105669,39.70625799,-105.01163309,W Custer Pl,80310013011004
190680,17222,39.72647626,-104.89453761,E 6th Pl,80310044054026
87273,168723,39.76128892,-104.98129592,Larimer St,80310016003000
133743,312696,39.71536573,-104.94653212,E Bayaud Ave,80310038004017
294208,211266,39.77269224,-104.75381346,N Halifax St,80310083902015
113341,244034,39.69775369,-104.98702369,S Broadway,80310029013017
284851,107475,39.73371397,-104.90173225,N Quince St,80310044042021
75044,161917,39.72797318,-104.9447763,N Monroe St,80310033002003
11116,258925,39.62958218,-104.90356745,E Technology Way,80310068041018
243689,79581,39.6947221,-104.90863531,S Oneida St,80310050022009
244689,120333,39.67547569,-104.90515602,E Warren Dr,80310069011003
107528,243639,39.74836004,-104.99264179,Curtis St,80310017021012
188211,141215,39.6216782,-105.06210159,W Progress Ave,80310120101009
43428,157969,39.77741073,-104.95613635,N Elizabeth St,80310035005023
184978,145046,39.69521853,-104.90947103,E Arizona Ave,80310050022010
281442,97303,39.69803194,-105.02002762,S Clay St,80310013012013
100217,263017,39.74735956,-104.98284399,N Logan St,80310026011002
206525,29718,39.79432675,-104.73865043,E 54th Ave,80310083893065
48141,13648,39.77607673,-105.04482467,N Utica St,80310003014003
206147,30959,39.7634433,-104.87132436,N Florence Way,80310041061090
132058,45548,39.69558572,-104.98774153,S Broadway,80310014031000
151265,85594,39.73128807,-104.93467723,E 9th Ave,80310043014004
110986,295789,39.74335431,-105.03131663,N Julian St,80310007021011
239088,66490,39.7044159,-104.88388391,S Alton Way,80310070893003
150231,229401,39.71642344,-104.97389039,E Ellsworth Ave,80310028032000
148794,225419,39.67747989,-104.98704659,S Broadway,80310030023003
107286,276427,39.74977127,-105.01843405,N Bryant St,80310006001023
159198,161637,39.72592762,-104.92808986,E 6th Avenue Pkwy,80310043023026
83677,175679,39.76034155,-104.98248385,28th St,80310016003001
48498,147224,39.7697479,-105.03541003,W 38th Ave,80310003013015
228126,156043,39.70902813,-105.02303761,S Decatur St,80310013015009
273153,173394,39.78701019,-104.9500945,N Steele St,80310035002031
179448,159740,39.65519871,-104.87918732,S Chester Ct,80310068143009
228554,222550,39.74637386,-104.99796075,14th St,80310017022001
109219,296338,39.75743152,-105.02121766,W 28th Ave,80310006001009
150984,197189,39.72390335,-104.91615035,N Krameria St,80310043065024
273356,221038,39.66344982,-104.91036228,S Magnolia Way,80310068121002
241747,71390,39.67574972,-104.91998112,E Warren Ave,80310069013005
54460,206222,39.78207918,-104.97956227,E 47th Ave,80310015002032
267253,207673,39.69130004,-104.92958023,S Eudora St,80310051022006
185529,161191,39.78071454,-105.02427901,N Eliot St,80310002024019
138668,72395,39.7072274,-104.87933724,E Center Ave,80310070893001
267372,111085,39.68980491,-104.91581926,S Krameria St,80310052001005
272548,149921,39.66270589,-104.88361788,S Akron St,80310068141004
86955,303415,39.74118347,-104.94322559,N Jackson St,80310037011023
245863,81498,39.76982154,-105.00485220000002,W 38th Ave,80310011013015
292305,194451,39.75258568,-104.93692047,N Bellaire St,80310041034011
271744,158346,39.79089244,-105.0131998,N Vallejo St,80310002012007
249675,153589,39.69587661,-104.94801182,S Cook St,80310039022006
106924,300277,39.74091847,-105.04937675,N Xavier St,80310007011023
129038,234971,39.68442506,-104.99012549,S Bannock St,80310014031027
178948,74072,39.670598299999995,-104.87550954,S Dayton Way,80310068131000
3404,46164,39.624686700000005,-104.90729212,E Chenango Ave,80310067011032
168797,202373,39.73901243,-104.88892124,N Wabash St,80310044043003
131122,215894,39.70779676,-104.97212176,S Marion Street Pkwy,80310034012015
172239,50520,39.63454133,-104.91132289,S Monaco St,80310067011010
65005,139557,39.71425154,-104.94463606,S Monroe St,80310038003013
77694,245307,39.73436077,-104.97565313,N Ogden St,80310027033002
241599,71708,39.73171896,-104.93064651,N Eudora St,80310043014006
52170,283819,39.7369369,-105.03179508,N Knox Ct,80310007022014
39658,88106,39.79365169,-104.86461209,E 54th Ave,80319801001005
228504,315303,39.74633493,-104.98947748,17th St,80310017021025
59407,18677,39.73181523,-105.01971038,N Clay Way,80310008001038
181376,57256,39.75638611,-105.00317853,Bassett St,80310017011007
303908,296792,39.62769366,-105.09616685,S Dudley St,80310120144002
155332,31951,39.66481649,-105.01605249,S Zuni St,80310156001005
298550,127694,39.69894776,-104.91988700000002,S Jersey St,80310050011011
57848,239608,39.7492179,-104.98449566,Welton St,80310024032008
214494,232472,39.74673454,-104.98407535,N Grant St,80310026011003
69818,172128,39.76559559,-105.03781379,N Osceola St,80310003035013
37347,95113,39.78644547,-104.82275285,N Crystal Way,80310083872027
149611,299394,39.71240821,-104.99396919,W Cedar Ave,80310021003048
63499,37315,39.76445126,-104.98187725,Blake St,80310016001013
249238,105572,39.6846818,-104.9157553,S Krameria Way,80310052003003
119849,182884,39.69317647,-104.98608074,S Lincoln St,80310030011005
126770,40859,39.71146409,-104.98484201,S Sherman St,80310028023012
180237,213658,39.65704251,-104.93534440000002,S Clermont St,80310040034007
56344,297270,39.75257408,-105.01707509,N Alcott St,80310006001003
220053,282823,39.65457451,-104.88671009,E Hampden Ave,80310068113002
48591,207557,39.75078661,-104.92312493,N Hudson St,80310042011000
232044,112639,39.72277013,-104.97143805,N Marion St,80310032032011
237311,296696,39.64035295,-104.91294625,E Happy Canyon Rd,80310040041001
80311,37540,39.75987051,-104.97468688,31st St,80310024031003
65346,4720,39.76367859,-105.01243188,N Vallejo St,80310004022009
37305,143604,39.77597673,-104.74881173,E Kelly Pl,80310083911037
50019,34407,39.76960622,-105.02877275,W 38th Ave,80310003011014
96188,81382,39.74286318,-104.98781631,N Broadway,80310017021036
24610,301207,39.75029775,-104.98348670000001,Park Ave,80310024032004
48733,168797,39.74170273,-104.93620062,E 16th Ave,80310042014012
97762,231758,39.78516299,-105.05914807,N Eaton St,80310154001029
205339,279527,39.75146848,-105.00384666,Delgany St,80310017012004
251527,223577,39.70128695,-105.04749549,Morrison Rd,80310045032007
252722,160933,39.66438639,-104.96616929,S Williams St,80310030043016
28214,297187,39.75628952,-105.02088496,W 27th Ave,80310006001013
49988,88536,39.77038678,-105.03382982,W 39th Ave,80310003012018
4652,307347,39.735018,-104.99549511,N Galapago St,80310018001011
255547,155354,39.76088296,-104.9308709,N Eudora St,80310041031015
266259,102063,39.705293499999996,-105.04922898,W Gill Pl,80310045043004
251187,205676,39.70054662,-105.02069633,S Clay St,80310013013014
273648,126986,39.76634214,-104.9502744,N Steele St,80310036023004
269226,223153,39.67612624,-104.97610582,S Ogden St,80310030021011
98965,223400,39.72123096,-104.99669024,N Galapago St,80310021005017
284649,172065,39.78931799,-104.81438395,N Elkhart St,80310083862010
20198,93142,39.76110542,-104.95823344,N Josephine St,80310036032004
11277,268704,39.86300731,-104.67709154,Pena Blvd,80319800001033
12038,6388,39.76281842,-105.01257812,N Vallejo St,80310004022010
21729,312477,39.78162288,-104.73716802,Green Valley Ranch Blvd,80310083911004
304740,211928,39.67934783,-105.03796598,S Patton Ct,80310046035007
24413,267736,39.76906115,-105.03216161,W 38th Ave,80310003034000
273029,186860,39.66273922,-105.045872,S Utica St,80310048011017
19647,253286,39.75595804,-105.00181313,Chestnut Pl,80310017011009
81560,67463,39.73159212,-104.98449632,N Sherman St,80310027024000
119095,20930,39.69233072,-104.97893076,S Washington St,80310030012012
183620,68696,39.69733011,-104.89724431,E Mississippi Ave,80310070883000
129671,69867,39.72357043,-104.9577524,E 5th Ave,80310038005010
50102,17873,39.776720000000005,-104.97086699,N Brighton Blvd,80310035001073
166264,12745,39.61682575,-105.09509654,W Berry Ave,80310120103013
212487,34025,39.79045961,-104.74647864,N Lisbon St,80310083893032
19084,273400,39.72952052,-104.98699146,N Broadway,80310027024005
101070,68896,39.73323194,-104.95828241,N Josephine St,80310033004006
307842,235702,39.71551543,-104.90828501,S Oneida St,80310043062016
214500,232479,39.74642246,-104.98385121,N Grant St,80310026011003
177863,272684,39.85421788,-104.67393241,Pena Blvd,80319800001045
259286,201769,39.77994394,-104.81126274,N Fraser Way,80310083871023
276055,270885,39.64357971,-104.89384302,S Tamarac Dr,80310068104016
159550,160663,39.69629099,-104.95267820000001,S Milwaukee St,80310039021002
224701,262605,39.75858598,-104.90000966,E 29th Pl,80310041071072
286642,193407,39.64130713,-104.90465708,S Poplar Way,80310068091012
2234,279777,39.6292482,-105.09258716,S Balsam Way,80310120144001
1452,56634,39.75996567,-104.99809663,N Inca St,80310016002007
261935,206555,39.73802202,-104.92612439999999,N Glencoe St,80310043021010
62885,270968,39.76712175,-104.98169709,N Brighton Blvd,80310016001011
39569,95753,39.78306492,-104.81827373,N Eagle St,80310083871006
200974,201285,39.77465143,-104.82650995,N Del Rio Ct,80310083122002
110740,305263,39.75144635,-104.98202461,Welton St,80310024033012
268655,126899,39.68044285,-104.97141213,S Lafayette St,80310030031024
219260,239564,39.80753139,-104.77896106,E 61st Ave,80319800001107
213034,244778,39.76639356,-104.97551376,Larimer St,80310016001033
110913,278111,39.74308007,-105.03246688,W 16th Ave,80310007025011
300996,136435,39.62814204,-105.10179962,W Saratoga Pl,80310120144006
120434,188039,39.73338463,-105.03064102,N Julian St,80310009051003
309130,312726,39.74115548,-105.04209521,N Raleigh St,80310007011019
122469,42519,39.69970772,-105.04119897,S Quitman St,80310045031001
189226,260537,39.74714882,-105.01992268,Mile High Stadium Cir,80310006001037
106081,7711,39.71289936,-105.04110630000001,S Quitman St,80310009022015
28927,103401,39.74125819,-104.89372012,N Ulster St,80310044032025
285794,191852,39.72467785,-105.04706019999999,N Winona Ct,80310009025003
149135,160759,39.67549758,-104.9930178,W Iliff Ave,80310014032008
283676,140092,39.72219392,-105.04294171,N Stuart St,80310009021012
179528,105682,39.77170381,-104.97930488,Delgany St,80310016001008
68040,4919,39.73419195,-104.99145963,N Cherokee St,80310020001042
247074,120420,39.79651774,-104.84556752,E 55th Ave,80310083041008
92871,276884,39.75261691,-104.99105908,Lawrence St,80310016002052
30782,176502,39.76282487,-104.93966616,N Albion St,80310041013007
17863,266862,39.75348842,-105.00130682,Wewatta St,80310017011014
73451,38069,39.73452351,-104.96193045,N Vine St,80310032023002
209087,28172,39.7311861,-104.90183914,E 10th Ave,80310044054011
233256,50891,39.79585127,-104.74717055,N Killarney Ct,80310083893008
37756,2497,39.77759597,-104.80952138,N Chambers Rd,80310083882006
136659,40497,39.71054461,-105.02180615,S Dale Ct,80310013015005
256610,156258,39.66429555,-105.07214404,S Pierce St,80310119032003
125205,9126,39.70422721,-105.03623123,S Meade St,80310045051029
116416,302064,39.73617378,-105.03244011,N Knox Ct,80310007023010
302274,201663,39.69556887,-104.92954908,E Kansas Dr,80310051021001
281738,125272,39.68878994,-105.03473067,S Lowell Blvd,80310046022006
277640,206902,39.70980575,-104.91605795,S Krameria St,80310050012010
43977,172989,39.766453000000006,-104.99397508,Park Ave,80310015003066
228029,226806,39.65469348,-104.88088505,S Akron St,80310068143017
194163,24700,39.72443968,-104.89515601,E 5th Ave,80310044054034
231165,166570,39.7591972,-104.88058568,N Alton Ct,80310041061137
12844,265149,39.78829218,-104.88396826,E 50th Ave,80310041071001
308020,239067,39.80204989,-104.87997701,N Boston Ct,80310041061003
67246,96892,39.76761699,-104.99975807,N Jason St,80310011021009
72917,215375,39.73525423,-104.96143416,E 12th Ave,80310032023001
95919,184655,39.71975397,-105.00119428,N Lipan St,80310021003015
64470,297259,39.73340073,-105.02187332,N Decatur St,80310008001031
71226,217727,39.76050806,-104.97791898,30th St,80310016001043
16575,248493,39.76133776,-104.90026225,E Martin Luther King Jr Blvd,80310041071055
237983,143688,39.73935171,-104.9463824,N Madison St,80310037031011
267232,144801,39.69036898,-104.93006396,S Eudora St,80310051022006
269324,245974,39.71382052,-105.01075320000001,W Maple Ave,80310010001041
191873,309398,39.75779518,-104.98868567,24th St,80310016002026
86926,199320,39.74150039999999,-104.94503548,N Monroe St,80310037011024
112838,262547,39.71405337,-104.94536609,S Monroe St,80310038003014
76618,34013,39.76754577,-105.01156189,N Tejon St,80310004021009
246710,177639,39.75176888,-105.03114391,N Julian St,80310005022015
100106,244042,39.74738001,-104.98272406,N Logan St,80310026011002
157130,100205,39.68808269,-104.95154473,S Saint Paul St,80310039023014
24994,255496,39.77380914,-105.04537855,N Utica St,80310003014005
180219,177364,39.65748903,-104.93711122,S Bellaire St,80310040034008
163298,203508,39.6789899,-104.92820470000001,E Evans Ave,80310051024008
252909,165216,39.68875389,-105.02912371,S Hooker St,80310046022002
236629,149170,39.73523756,-104.96401946,N Race St,80310032022002
119055,105903,39.70420187,-105.03468179,W Exposition Ave,80310045051032
77796,212204,39.73970378,-104.97153808,E Colfax Ave,80310032014001
238186,67891,39.68282668,-104.89244694,S Quebec Way,80310070131014
213308,37749,39.75884058,-104.89350762,E 29th Pl,80310041071084
267026,145804,39.73201855,-104.90902498,N Newport St,80310043042005
287943,162610,39.64975904,-104.90066112,S Roslyn Way,80310068092002
169710,217553,39.69729601,-104.92614377,E Cherry Creek South Dr,80310153003000
53431,3977,39.77682024,-104.98374597,N Grant St,80310015003071
104061,280385,39.74549253,-104.98149171,N Pennsylvania St,80310026011010
122500,130288,39.7060915,-105.03075249,W Center Ave,80310045053003
40306,86720,39.76441521,-104.90406348,N Quebec St,80310041022000
173666,83446,39.67370796,-104.93928682,E Wesley Ave,80310053001024
54976,15147,39.72687351,-104.97801644,N Clarkson St,80310028011004
228460,91768,39.74613621,-104.98972392,17th St,80310017021025
202532,24227,39.75630761,-104.88207302,E 28th Ave,80310041061204
40406,89825,39.76285479,-104.94771531,N Cook St,80310036023014
256451,208868,39.63781862,-105.03924403,W Quinn Pl,80310055032007
89961,60924,39.74274337,-104.9529813,E 17th Ave,80310037012002
130607,41476,39.68158563,-104.98019367,S Pearl St,80310030014014
288607,128651,39.61525916,-105.06570189,W Alamo Dr,80310120103002
298273,167818,39.73647561,-104.91757824,N Kearney St,80310043044021
68916,81787,39.76181252,-105.02041053,N Clay St,80310004024001
159132,127122,39.72981261,-104.92423251,N Grape St,80310043022022
26734,3909,39.74710336,-105.02970324,N Irving St,80310005023015
162806,116005,39.69340447,-104.92090296,S Honey Way,80310052001007
207809,31554,39.75959648,-104.87178247,N Florence St,80310041061158
193827,49901,39.75974424,-104.99870262,N Inca St,80310016002009
20095,303319,39.75523981,-105.00215877,Chestnut Pl,80310017011009
2779,255487,39.74619833,-104.99690603,15th St,80310017022002
33592,279040,39.69604533,-105.00540778,S Pecos St,80310014011007
162563,41203,39.70591783,-104.92149987,S Holly St,80310050012022
227601,40004,39.85726124,-104.62182895,N Hudson Mile Rd,80319800001058
243731,215394,39.69636704,-104.90917174,E Mississippi Ave,80310050022009
61938,314594,39.75178466,-104.99518196,Market St,80310017014004
300450,151892,39.72381221,-105.03696210000001,N Newton St,80310009035009
253514,173630,39.74499295,-104.88548003,N Xenia St,80310044031015
65740,54910,39.75161747,-104.980876,24th St,80310024033013
275324,152738,39.76582739,-104.91028030000001,N Niagara St,80310041021056
308332,296021,39.8028028,-104.88015514,E 58th Dr,80310041061003
201165,25886,39.67617843,-104.92838503,E Donald Ave,80310069014005
233655,50879,39.78935716,-104.93397986,E 51st Ave,80310041011001
308439,298229,39.80528353,-104.87719452,N Chester Way,80310041061003
194666,19355,39.72220282,-104.89566105,E 1st Pl,80310044054063
240713,314507,39.72993938,-104.9819858,N Logan St,80310027025003
176867,80294,39.74282073,-104.98936842,16th St,80310017022010
198318,52315,39.80314812,-104.77051284,N Tower Rd,80319800001144
142767,86808,39.70562528,-104.98779893,S Broadway,80310021003058
224409,158549,39.79784277,-104.83852269,E Randolph Pl,80310083041000
303491,205364,39.70723009,-105.00774503,S Quivas St,80310013021017
280348,221147,39.74163143,-104.90499318,N Poplar St,80310042023027
109526,131459,39.75048268,-105.03680113,N Newton St,80310005025017
166278,63052,39.61726823,-105.09671596,W Berry Ave,80310120103013
109970,287879,39.72360976,-105.02190870000001,N Decatur St,80310010001005
226852,198521,39.71216997,-104.98366738,S Grant St,80310028023011
58459,56224,39.7635984,-104.95829266,N Josephine St,80310036025013
251756,133915,39.66446713,-104.96100030000001,S York St,80310030043020
84458,230285,39.73706617,-105.00130940000001,W 13th Ave,80310019012004
90720,199458,39.75557717,-104.96257627,N Vine St,80310023002023
59924,300443,39.739996500000004,-105.02789329,W Colfax Ave,80310007022008
114872,94658,39.66082213,-104.94816308,S Adams St,80310040023017
243682,79351,39.69638824,-104.91027503,E Mississippi Ave,80310050022009
5051,67942,39.63535417,-105.07988273,S Wadsworth Blvd,80310120101004
159628,200394,39.68628732,-104.95038263,S Steele St,80310039023016
31285,134168,39.78105446,-105.04075041,N Quitman St,80310001022010
47476,3389,39.75123475,-104.92663156,E 23rd Ave,80310041033012
54505,88540,39.78213094,-104.9832125,N Grant St,80310015002006
277454,143356,39.77580985,-104.7680828,E Kelly Pl,80310083903028
101227,136384,39.73341704,-104.94593146,N Madison St,80310037032022
80093,294667,39.73806222,-104.97442961,N Corona St,80310027031010
299784,197883,39.67989679,-105.05284905,S Sheridan Blvd,80310047005009
187282,306335,39.63402128,-105.10849704,S Kipling St,80310120141006
195096,237301,39.77749939,-104.80093216,N Kittredge St,80310083882006
212645,34083,39.75925879,-104.87016318,N Fulton St,80310041061156
70949,57459,39.73949373,-104.94979218,N Steele St,80310037021000
151653,197750,39.70973277,-105.04004428,S Perry St,80310045041007
260566,97227,39.74971727,-104.93585522,N Birch St,80310042016003
123816,313913,39.72186999,-104.98763691,N Broadway,80310021001006
282227,163499,39.71193795,-105.04659149,W Alameda Ave,80310009023006
304117,289599,39.71213992,-104.89138063,E Fairmount Dr,80310044052022
101539,216438,39.66833596,-105.07480659999999,W Yale Ave,80310119031008
222314,53111,39.75090296,-104.99567967,Larimer St,80310017014007
176137,53020,39.76026476,-105.01141295,N Tejon St,80310004023009
89765,129496,39.74237403,-104.95043383,N Steele St,80310037012000
148163,134986,39.70142424,-104.98477711,S Sherman St,80310029013010
69646,277615,39.75697757,-105.0185111,N Speer Blvd,80310006001006
254184,188970,39.66949928,-105.03352282,S Linley Ct,80310046033014
183153,153823,39.654658500000004,-104.93709839,S Bellaire St,80310040034024
203769,52371,39.75657444,-104.89818479,N Syracuse Ct,80310041071134
203747,226449,39.77589789,-104.93749282,N Albion St,80310041011050
200171,89369,39.72747334,-104.99450396,W 7th Ave,80310018002024
230894,269383,39.77097004,-104.87697391,E 40th Ave,80310041061034
122193,253520,39.70380173,-105.0447504,W Exposition Ave,80310045032000
214153,32720,39.75870332,-104.8654114,E 29th Dr,80310041061175
174580,176764,39.70489455,-104.92444408,S Grape St,80310153001012
28406,218842,39.78009629,-104.84173585,E Albrook Dr,80310083122008
114182,176707,39.70760381,-105.04747963,W Bingham Pl,80310045042010
104033,279467,39.7450258,-104.98208268,N Logan St,80310026011010
285976,98270,39.665668700000005,-105.03123934,S Julian St,80310157001005
264450,211668,39.76274419,-105.04937539,W Moncrieff Pl,80310003024015
195701,270193,39.63374314,-105.08915798,S Balsam Way,80310120142007
117493,306999,39.67342485,-104.95879157,S University Blvd,80310040062016
